Date,Open,High,Low,Close,Date
2016-06-10,2109.570068,2109.570068,2089.959961,2096.070068,6/10/16
2016-06-09,2115.649902,2117.639893,2107.72998,2115.47998,6/9/16
2016-06-08,2112.709961,2120.550049,2112.709961,2119.120117,6/8/16
2016-06-07,2110.179932,2119.219971,2110.179932,2112.129883,6/7/16
2016-06-06,2100.830078,2113.360107,2100.830078,2109.409912,6/6/16
2016-06-03,2104.070068,2104.070068,2085.360107,2099.129883,6/3/16
2016-06-02,2097.709961,2105.26001,2088.590088,2105.26001,6/2/16
2016-06-01,2093.939941,2100.969971,2085.100098,2099.330078,6/1/16
2016-05-31,2100.129883,2103.47998,2088.659912,2096.949951,5/31/16
2016-05-27,2090.060059,2099.060059,2090.060059,2099.060059,5/27/16
2016-05-26,2091.439941,2094.300049,2087.080078,2090.100098,5/26/16
2016-05-25,2078.929932,2094.72998,2078.929932,2090.540039,5/25/16
2016-05-24,2052.649902,2079.669922,2052.649902,2076.060059,5/24/16
2016-05-23,2052.22998,2055.580078,2047.26001,2048.040039,5/23/16
2016-05-20,2041.880005,2058.350098,2041.880005,2052.320068,5/20/16
2016-05-19,2044.209961,2044.209961,2025.910034,2040.040039,5/19/16
2016-05-18,2044.380005,2060.610107,2034.48999,2047.630005,5/18/16
2016-05-17,2065.040039,2065.689941,2040.819946,2047.209961,5/17/16
2016-05-16,2046.530029,2071.879883,2046.530029,2066.659912,5/16/16
2016-05-13,2062.5,2066.790039,2043.130005,2046.609985,5/13/16
2016-05-12,2067.169922,2073.98999,2053.129883,2064.110107,5/12/16
2016-05-11,2083.290039,2083.290039,2064.459961,2064.459961,5/11/16
2016-05-10,2062.629883,2084.870117,2062.629883,2084.389893,5/10/16
2016-05-09,2057.550049,2064.149902,2054.310059,2058.689941,5/9/16
2016-05-06,2047.77002,2057.719971,2039.449951,2057.139893,5/6/16
2016-05-05,2052.949951,2060.22998,2045.77002,2050.629883,5/5/16
2016-05-04,2060.300049,2060.300049,2045.550049,2051.120117,5/4/16
2016-05-03,2077.179932,2077.179932,2054.889893,2063.370117,5/3/16
2016-05-02,2067.169922,2083.419922,2066.110107,2081.429932,5/2/16
2016-04-29,2071.820068,2073.850098,2052.280029,2065.300049,4/29/16
2016-04-28,2090.929932,2099.300049,2071.620117,2075.810059,4/28/16
2016-04-27,2092.330078,2099.889893,2082.310059,2095.149902,4/27/16
2016-04-26,2089.840088,2096.870117,2085.800049,2091.699951,4/26/16
2016-04-25,2089.370117,2089.370117,2077.52002,2087.790039,4/25/16
2016-04-22,2091.48999,2094.320068,2081.199951,2091.580078,4/22/16
2016-04-21,2102.090088,2103.780029,2088.52002,2091.47998,4/21/16
2016-04-20,2101.52002,2111.050049,2096.320068,2102.399902,4/20/16
2016-04-19,2096.050049,2104.050049,2091.679932,2100.800049,4/19/16
2016-04-18,2078.830078,2094.659912,2073.649902,2094.340088,4/18/16
2016-04-15,2083.100098,2083.219971,2076.310059,2080.72998,4/15/16
2016-04-14,2082.889893,2087.840088,2078.129883,2082.780029,4/14/16
2016-04-13,2065.919922,2083.179932,2065.919922,2082.419922,4/13/16
2016-04-12,2043.719971,2065.050049,2039.73999,2061.719971,4/12/16
2016-04-11,2050.22998,2062.929932,2041.880005,2041.98999,4/11/16
2016-04-08,2045.540039,2060.629883,2041.689941,2047.599976,4/8/16
2016-04-07,2063.01001,2063.01001,2033.800049,2041.910034,4/7/16
2016-04-06,2045.560059,2067.330078,2043.089966,2066.659912,4/6/16
2016-04-05,2062.5,2062.5,2042.560059,2045.170044,4/5/16
2016-04-04,2073.189941,2074.02002,2062.570068,2066.129883,4/4/16
2016-04-01,2056.620117,2075.070068,2043.97998,2072.780029,4/1/16
2016-03-31,2063.77002,2067.919922,2057.459961,2059.73999,3/31/16
2016-03-30,2058.27002,2072.209961,2058.27002,2063.949951,3/30/16
2016-03-29,2035.75,2055.909912,2028.310059,2055.01001,3/29/16
2016-03-28,2037.890015,2042.670044,2031.959961,2037.050049,3/28/16
2016-03-24,2032.47998,2036.040039,2022.48999,2035.939941,3/24/16
2016-03-23,2048.550049,2048.550049,2034.859985,2036.709961,3/23/16
2016-03-22,2048.639893,2056.600098,2040.569946,2049.800049,3/22/16
2016-03-21,2047.880005,2053.909912,2043.140015,2051.600098,3/21/16
2016-03-18,2041.160034,2052.360107,2041.160034,2049.580078,3/18/16
2016-03-17,2026.900024,2046.23999,2022.160034,2040.589966,3/17/16
2016-03-16,2014.23999,2032.02002,2010.040039,2027.219971,3/16/16
2016-03-15,2015.27002,2015.939941,2005.22998,2015.930054,3/15/16
2016-03-14,2019.27002,2024.569946,2012.050049,2019.640015,3/14/16
2016-03-11,1994.709961,2022.369995,1994.709961,2022.189941,3/11/16
2016-03-10,1990.969971,2005.079956,1969.25,1989.569946,3/10/16
2016-03-09,1981.439941,1992.689941,1979.839966,1989.26001,3/9/16
2016-03-08,1996.880005,1996.880005,1977.430054,1979.26001,3/8/16
2016-03-07,1996.109985,2006.119995,1989.380005,2001.76001,3/7/16
2016-03-04,1994.01001,2009.130005,1986.77002,1999.98999,3/4/16
2016-03-03,1985.599976,1993.689941,1977.369995,1993.400024,3/3/16
2016-03-02,1976.599976,1986.51001,1968.800049,1986.449951,3/2/16
2016-03-01,1937.089966,1978.349976,1937.089966,1978.349976,3/1/16
2016-02-29,1947.130005,1958.27002,1931.810059,1932.22998,2/29/16
2016-02-26,1954.949951,1962.959961,1945.780029,1948.050049,2/26/16
2016-02-25,1931.869995,1951.829956,1925.410034,1951.699951,2/25/16
2016-02-24,1917.560059,1932.079956,1891,1929.800049,2/24/16
2016-02-23,1942.380005,1942.380005,1919.439941,1921.27002,2/23/16
2016-02-22,1924.439941,1946.699951,1924.439941,1945.5,2/22/16
2016-02-19,1916.73999,1918.780029,1902.170044,1917.780029,2/19/16
2016-02-18,1927.569946,1930,1915.089966,1917.829956,2/18/16
2016-02-17,1898.800049,1930.680054,1898.800049,1926.819946,2/17/16
2016-02-16,1871.439941,1895.77002,1871.439941,1895.579956,2/16/16
2016-02-12,1833.400024,1864.780029,1833.400024,1864.780029,2/12/16
2016-02-11,1847,1847,1810.099976,1829.079956,2/11/16
2016-02-10,1857.099976,1881.599976,1850.319946,1851.859985,2/10/16
2016-02-09,1848.459961,1868.25,1834.939941,1852.209961,2/9/16
2016-02-08,1873.25,1873.25,1828.459961,1853.439941,2/8/16
2016-02-05,1913.069946,1913.069946,1872.650024,1880.050049,2/5/16
2016-02-04,1911.670044,1927.349976,1900.52002,1915.449951,2/4/16
2016-02-03,1907.069946,1918.01001,1872.22998,1912.530029,2/3/16
2016-02-02,1935.26001,1935.26001,1897.290039,1903.030029,2/2/16
2016-02-01,1936.939941,1947.199951,1920.300049,1939.380005,2/1/16
2016-01-29,1894,1940.23999,1894,1940.23999,1/29/16
2016-01-28,1885.219971,1902.959961,1873.650024,1893.359985,1/28/16
2016-01-27,1902.52002,1916.98999,1872.699951,1882.949951,1/27/16
2016-01-26,1878.790039,1906.72998,1878.790039,1903.630005,1/26/16
2016-01-25,1906.280029,1906.280029,1875.969971,1877.079956,1/25/16
2016-01-22,1877.400024,1908.849976,1877.400024,1906.900024,1/22/16
2016-01-21,1861.459961,1889.849976,1848.97998,1868.98999,1/21/16
2016-01-20,1876.180054,1876.180054,1812.290039,1859.329956,1/20/16
2016-01-19,1888.660034,1901.439941,1864.599976,1881.329956,1/19/16
2016-01-15,1916.680054,1916.680054,1857.829956,1880.329956,1/15/16
2016-01-14,1891.680054,1934.469971,1878.930054,1921.839966,1/14/16
2016-01-13,1940.339966,1950.329956,1886.410034,1890.280029,1/13/16
2016-01-12,1927.829956,1947.380005,1914.349976,1938.680054,1/12/16
2016-01-11,1926.119995,1935.650024,1901.099976,1923.670044,1/11/16
2016-01-08,1945.969971,1960.400024,1918.459961,1922.030029,1/8/16
2016-01-07,1985.319946,1985.319946,1938.829956,1943.089966,1/7/16
2016-01-06,2011.709961,2011.709961,1979.050049,1990.26001,1/6/16
2016-01-05,2013.780029,2021.939941,2004.170044,2016.709961,1/5/16
2016-01-04,2038.199951,2038.199951,1989.680054,2012.660034,1/4/16
2015-12-31,2060.590088,2062.540039,2043.619995,2043.939941,12/31/15
2015-12-30,2077.340088,2077.340088,2061.969971,2063.360107,12/30/15
2015-12-29,2060.540039,2081.560059,2060.540039,2078.360107,12/29/15
2015-12-28,2057.77002,2057.77002,2044.199951,2056.5,12/28/15
2015-12-24,2063.52002,2067.360107,2058.72998,2060.98999,12/24/15
2015-12-23,2042.199951,2064.72998,2042.199951,2064.290039,12/23/15
2015-12-22,2023.150024,2042.73999,2020.48999,2038.969971,12/22/15
2015-12-21,2010.27002,2022.900024,2005.930054,2021.150024,12/21/15
2015-12-18,2040.810059,2040.810059,2005.329956,2005.550049,12/18/15
2015-12-17,2073.76001,2076.370117,2041.660034,2041.890015,12/17/15
2015-12-16,2046.5,2076.719971,2042.430054,2073.070068,12/16/15
2015-12-15,2025.550049,2053.870117,2025.550049,2043.410034,12/15/15
2015-12-14,2013.369995,2022.920044,1993.26001,2021.939941,12/14/15
2015-12-11,2047.27002,2047.27002,2008.800049,2012.369995,12/11/15
2015-12-10,2047.930054,2067.649902,2045.670044,2052.22998,12/10/15
2015-12-09,2061.169922,2080.330078,2036.530029,2047.619995,12/9/15
2015-12-08,2073.389893,2073.850098,2052.320068,2063.590088,12/8/15
2015-12-07,2090.419922,2090.419922,2066.780029,2077.070068,12/7/15
2015-12-04,2051.23999,2093.840088,2051.23999,2091.689941,12/4/15
2015-12-03,2080.709961,2085,2042.349976,2049.620117,12/3/15
2015-12-02,2101.709961,2104.27002,2077.110107,2079.51001,12/2/15
2015-12-01,2082.929932,2103.370117,2082.929932,2102.629883,12/1/15
2015-11-30,2090.949951,2093.810059,2080.409912,2080.409912,11/30/15
2015-11-27,2088.820068,2093.290039,2084.129883,2090.110107,11/27/15
2015-11-25,2089.300049,2093,2086.300049,2088.870117,11/25/15
2015-11-24,2084.419922,2094.120117,2070.290039,2089.139893,11/24/15
2015-11-23,2089.409912,2095.610107,2081.389893,2086.590088,11/23/15
2015-11-20,2082.820068,2097.060059,2082.820068,2089.169922,11/20/15
2015-11-19,2083.699951,2086.73999,2078.76001,2081.23999,11/19/15
2015-11-18,2051.98999,2085.310059,2051.98999,2083.580078,11/18/15
2015-11-17,2053.669922,2066.689941,2045.900024,2050.439941,11/17/15
2015-11-16,2022.079956,2053.219971,2019.390015,2053.189941,11/16/15
2015-11-13,2044.640015,2044.640015,2022.02002,2023.040039,11/13/15
2015-11-12,2072.290039,2072.290039,2045.660034,2045.969971,11/12/15
2015-11-11,2083.409912,2086.939941,2074.850098,2075,11/11/15
2015-11-10,2077.189941,2083.669922,2069.909912,2081.719971,11/10/15
2015-11-09,2096.560059,2096.560059,2068.23999,2078.580078,11/9/15
2015-11-06,2098.600098,2101.909912,2083.73999,2099.199951,11/6/15
2015-11-05,2101.679932,2108.780029,2090.409912,2099.929932,11/5/15
2015-11-04,2110.600098,2114.590088,2096.97998,2102.310059,11/4/15
2015-11-03,2102.629883,2116.47998,2097.51001,2109.790039,11/3/15
2015-11-02,2080.76001,2106.199951,2080.76001,2104.050049,11/2/15
2015-10-30,2090,2094.320068,2079.340088,2079.360107,10/30/15
2015-10-29,2088.350098,2092.52002,2082.629883,2089.409912,10/29/15
2015-10-28,2066.47998,2090.350098,2063.110107,2090.350098,10/28/15
2015-10-27,2068.75,2070.370117,2058.840088,2065.889893,10/27/15
2015-10-26,2075.080078,2075.139893,2066.530029,2071.179932,10/26/15
2015-10-23,2058.189941,2079.73999,2058.189941,2075.149902,10/23/15
2015-10-22,2021.880005,2055.199951,2021.880005,2052.51001,10/22/15
2015-10-21,2033.469971,2037.969971,2017.219971,2018.939941,10/21/15
2015-10-20,2033.130005,2039.119995,2026.609985,2030.77002,10/20/15
2015-10-19,2031.72998,2034.449951,2022.310059,2033.660034,10/19/15
2015-10-16,2024.369995,2033.540039,2020.459961,2033.109985,10/16/15
2015-10-15,1996.469971,2024.150024,1996.469971,2023.859985,10/15/15
2015-10-14,2003.660034,2009.560059,1990.72998,1994.23999,10/14/15
2015-10-13,2015,2022.339966,2001.780029,2003.689941,10/13/15
2015-10-12,2015.650024,2018.660034,2010.550049,2017.459961,10/12/15
2015-10-09,2013.72998,2020.130005,2007.609985,2014.890015,10/9/15
2015-10-08,1994.01001,2016.5,1987.530029,2013.430054,10/8/15
2015-10-07,1982.339966,1999.310059,1976.439941,1995.829956,10/7/15
