Date,Open,High,Low,Close,Date
23-Feb-2015,8856.85,8869,8736.1,8754.95,2/23/15
20-Feb-2015,8895.5,8899.95,8816.3,8833.6,2/20/15
19-Feb-2015,8883.05,8913.45,8794.45,8895.3,2/19/15
18-Feb-2015,8811.55,8894.3,8808.9,8869.1,2/18/15
16-Feb-2015,8831.4,8870.1,8793.4,8809.35,2/16/15
13-Feb-2015,8741.5,8822.1,8729.65,8805.5,2/13/15
12-Feb-2015,8676.95,8732.55,8599.25,8711.55,2/12/15
11-Feb-2015,8603.3,8651.95,8593.65,8627.4,2/11/15
10-Feb-2015,8478.1,8646.25,8470.5,8565.55,2/10/15
09-Feb-2015,8584.4,8605.55,8516.35,8526.35,2/9/15
06-Feb-2015,8696.85,8726.2,8645.55,8661.05,2/6/15
05-Feb-2015,8733.1,8838.45,8683.65,8711.7,2/5/15
04-Feb-2015,8789.15,8792.85,8704.4,8723.7,2/4/15
03-Feb-2015,8823.15,8837.3,8726.65,8756.55,2/3/15
02-Feb-2015,8802.5,8840.8,8751.1,8797.4,2/2/15
30-Jan-2015,8996.6,8996.6,8775.1,8808.9,1/30/15
29-Jan-2015,8901.5,8966.65,8861.25,8952.35,1/29/15
28-Jan-2015,8902.75,8985.05,8874.05,8914.3,1/28/15
27-Jan-2015,8871.35,8925.05,8825.45,8910.5,1/27/15
23-Jan-2015,8827.95,8866.4,8795.4,8835.6,1/23/15
22-Jan-2015,8745.85,8774.15,8727,8761.4,1/22/15
21-Jan-2015,8719.65,8741.85,8689.6,8729.5,1/21/15
20-Jan-2015,8575.1,8707.9,8574.5,8695.6,1/20/15
19-Jan-2015,8550.05,8570.95,8531.5,8550.7,1/19/15
16-Jan-2015,8504.05,8530.75,8452.25,8513.8,1/16/15
15-Jan-2015,8424.5,8527.1,8380.55,8494.15,1/15/15
14-Jan-2015,8307.25,8326.45,8236.65,8277.55,1/14/15
13-Jan-2015,8346.15,8356.65,8267.9,8299.4,1/13/15
12-Jan-2015,8291.35,8332.6,8245.6,8323,1/12/15
09-Jan-2015,8285.45,8303.3,8190.8,8284.5,1/9/15
08-Jan-2015,8191.4,8243.5,8167.3,8234.6,1/8/15
07-Jan-2015,8118.65,8151.2,8065.45,8102.1,1/7/15
06-Jan-2015,8325.3,8327.85,8111.35,8127.35,1/6/15
